id,instance_no,reg_type,k_repetition,reg_value,loss
524,6.0,L2,4.0,0.0505,0.2355681706652183
525,6.0,L2,5.0,0.0505,-0.08248216419765711
526,6.0,L2,6.0,0.0505,0.1146783524771548
527,6.0,L2,7.0,0.0505,-0.09197433791071508
528,6.0,L2,8.0,0.0505,0.20916233350921842
529,6.0,L2,9.0,0.0505,0.12365998651104188
530,6.0,L2,0.0,0.1,0.04016590124838766
531,6.0,L2,1.0,0.1,0.18038710948469916
532,6.0,L2,2.0,0.1,0.1650547976506605
533,6.0,L2,3.0,0.1,0.05918456899334597
534,6.0,L2,4.0,0.1,0.015521067151388887
535,6.0,L2,5.0,0.1,0.16208857782424896
536,6.0,L2,6.0,0.1,0.07904027541527395
537,6.0,L2,7.0,0.1,0.10487739383699496
538,6.0,L2,8.0,0.1,-0.04951433725991625
539,6.0,L2,9.0,0.1,0.16001415227606164
540,7.0,L2,0.0,0.001,0.05658191960595996
541,7.0,L2,1.0,0.001,0.01722666538089385
542,7.0,L2,2.0,0.001,-0.2007573781878956
543,7.0,L2,3.0,0.001,-0.05496901973275311
544,7.0,L2,4.0,0.001,-0.04802468654241486
545,7.0,L2,5.0,0.001,-0.0042258183201358875
546,7.0,L2,6.0,0.001,0.011281808145965048
547,7.0,L2,7.0,0.001,-0.06713461855730518
548,7.0,L2,8.0,0.001,-0.010336972499992275
549,7.0,L2,9.0,0.001,-0.1504297273612717
550,7.0,L2,0.0,0.0505,-0.09711215813398255
551,7.0,L2,1.0,0.0505,-0.03618511719559902
552,7.0,L2,2.0,0.0505,-0.11402432226640427
553,7.0,L2,3.0,0.0505,0.02076210845460562
554,7.0,L2,4.0,0.0505,-0.027222416930045942
555,7.0,L2,5.0,0.0505,0.04008715543171426
556,7.0,L2,6.0,0.0505,0.0008743842949367753
557,7.0,L2,7.0,0.0505,0.005566532404959402
558,7.0,L2,8.0,0.0505,0.02157640972544526
559,7.0,L2,9.0,0.0505,-0.018496594932209287
560,8.0,L2,0.0,0.1,0.21823597689311075
561,8.0,L2,1.0,0.1,0.10487442121564744
562,8.0,L2,2.0,0.1,-0.07543136885868644
563,8.0,L2,3.0,0.1,0.3300436335805218
564,8.0,L2,4.0,0.1,0.16171612646085076
565,8.0,L2,5.0,0.1,0.04795013271308712
566,8.0,L2,6.0,0.1,0.011006915256266181
567,8.0,L2,7.0,0.1,0.12953326304409327
568,8.0,L2,8.0,0.1,-0.021702660572098256
569,8.0,L2,9.0,0.1,0.14946297410421516
570,8.0,L2,0.0,0.001,0.03189187338446348
571,8.0,L2,1.0,0.001,0.013827288462431885
572,8.0,L2,2.0,0.001,0.22965364553780135
573,8.0,L2,3.0,0.001,0.004347320071696373
574,8.0,L2,4.0,0.001,-0.016512590319363363
575,8.0,L2,5.0,0.001,0.023958471364282405
576,8.0,L2,6.0,0.001,-0.11370248492928131
577,8.0,L2,7.0,0.001,0.04199468489257076
578,8.0,L2,8.0,0.001,-0.006191004826289556
579,8.0,L2,9.0,0.001,-0.06327985470190055
580,9.0,L2,0.0,0.0505,-0.10320887647082946
581,9.0,L2,1.0,0.0505,-0.0017663540308984309
582,9.0,L2,2.0,0.0505,0.08648574513234143
583,9.0,L2,3.0,0.0505,0.06142997903414853
584,9.0,L2,4.0,0.0505,-0.25935979011629967
585,9.0,L2,5.0,0.0505,0.05693142731841733
586,9.0,L2,6.0,0.0505,0.1272576942014889
587,9.0,L2,7.0,0.0505,-0.08670030902359153
588,9.0,L2,8.0,0.0505,-0.03435150230872222
589,9.0,L2,9.0,0.0505,0.03524890059582493
590,9.0,L2,0.0,0.1,-0.005856124175466618
591,9.0,L2,1.0,0.1,0.060352995741796776
592,9.0,L2,2.0,0.1,0.012643106408867386
593,9.0,L2,3.0,0.1,0.011796663350505582
594,9.0,L2,4.0,0.1,-0.03803532692672358
595,9.0,L2,5.0,0.1,0.10355431182076866
596,9.0,L2,6.0,0.1,0.005574666776449147
597,9.0,L2,7.0,0.1,0.1427872858882401
598,9.0,L2,8.0,0.1,0.1175825248482897
599,9.0,L2,9.0,0.1,0.0507657247745313
600,10.0,L2,0.0,0.001,0.10246077271054381
601,10.0,L2,1.0,0.001,-0.14974865264622134
602,10.0,L2,2.0,0.001,-0.12481780141748776
603,10.0,L2,3.0,0.001,0.043969486057891596
604,10.0,L2,4.0,0.001,0.13201389719232973
605,10.0,L2,5.0,0.001,0.04106040410943383
606,10.0,L2,6.0,0.001,0.008719907722296532
607,10.0,L2,7.0,0.001,0.07986626908793427
608,10.0,L2,8.0,0.001,0.0023730327243283006
609,10.0,L2,9.0,0.001,0.0709889296837964
610,10.0,L2,0.0,0.0505,0.14843545304578076
611,10.0,L2,1.0,0.0505,-0.18660709797938857
612,10.0,L2,2.0,0.0505,0.09743211798953466
613,10.0,L2,3.0,0.0505,0.14487617197391012
614,10.0,L2,4.0,0.0505,0.05676179439715624
615,10.0,L2,5.0,0.0505,0.07122242204903233
616,10.0,L2,6.0,0.0505,0.07558171853418387
617,10.0,L2,7.0,0.0505,-0.13115503219632585
618,10.0,L2,8.0,0.0505,-0.00808766104874211
619,10.0,L2,9.0,0.0505,-0.01418328710842777
620,11.0,L2,0.0,0.1,0.2089505660085987
621,11.0,L2,1.0,0.1,0.07413938263525174
622,11.0,L2,2.0,0.1,0.15821413121585254
623,11.0,L2,3.0,0.1,0.11694213619634655
624,11.0,L2,4.0,0.1,0.030685792911790216
625,11.0,L2,5.0,0.1,0.2315430616122242
626,11.0,L2,6.0,0.1,0.1231065090334536
627,11.0,L2,7.0,0.1,0.022787476699768397
628,11.0,L2,8.0,0.1,0.09321496099926971
629,11.0,L2,9.0,0.1,0.1578135116983584
630,11.0,L2,0.0,0.001,0.010845706082429601
631,11.0,L2,1.0,0.001,-0.1176912414944133
632,11.0,L2,2.0,0.001,-0.13730638984820592
633,11.0,L2,3.0,0.001,0.244772978750386
634,11.0,L2,4.0,0.001,-0.07276726262465111
635,11.0,L2,5.0,0.001,-0.05320608036397149
636,11.0,L2,6.0,0.001,0.11148104050024756
637,11.0,L2,7.0,0.001,0.12321518925580797
638,11.0,L2,8.0,0.001,0.07440264775621902
639,11.0,L2,9.0,0.001,-0.12438050836449663
640,12.0,L2,0.0,0.0505,0.15497256219924188
641,12.0,L2,1.0,0.0505,0.11053217555893674
642,12.0,L2,2.0,0.0505,0.006250682899729711
643,12.0,L2,3.0,0.0505,-0.07358674863412534
644,12.0,L2,4.0,0.0505,0.02160160056389903
645,12.0,L2,5.0,0.0505,-0.011685258724574946
646,12.0,L2,6.0,0.0505,-0.015476887711687627
647,12.0,L2,7.0,0.0505,0.050325100595352515
648,12.0,L2,8.0,0.0505,0.1259704991430136
649,12.0,L2,9.0,0.0505,-0.06826063021652862
650,12.0,L2,0.0,0.1,0.013708206435534886
651,12.0,L2,1.0,0.1,-0.07462555572389265
652,12.0,L2,2.0,0.1,0.14139735504311712
653,12.0,L2,3.0,0.1,0.053771892378522944
654,12.0,L2,4.0,0.1,0.22290799342398784
655,12.0,L2,5.0,0.1,0.1201958255161179
656,12.0,L2,6.0,0.1,-0.13331775992063855
657,12.0,L2,7.0,0.1,0.2897144016367697
658,12.0,L2,8.0,0.1,0.27546399058272
659,12.0,L2,9.0,0.1,0.16392729422703012
660,13.0,L2,0.0,0.001,0.15189642003925666
661,13.0,L2,1.0,0.001,0.12375621640714041
662,13.0,L2,2.0,0.001,0.07817721072195208
663,13.0,L2,3.0,0.001,-0.0853680114442993
664,13.0,L2,4.0,0.001,-0.07961912732505252
665,13.0,L2,5.0,0.001,-0.07999848191521028
666,13.0,L2,6.0,0.001,-0.16298345435156525
667,13.0,L2,7.0,0.001,-0.03311974056144655
668,13.0,L2,8.0,0.001,0.006649451698039728
669,13.0,L2,9.0,0.001,-0.018136848870145786
670,13.0,L2,0.0,0.0505,-0.003864473183100403
671,13.0,L2,1.0,0.0505,0.236631573612223
672,13.0,L2,2.0,0.0505,0.1252489752221223
673,13.0,L2,3.0,0.0505,0.020416964271099437
674,13.0,L2,4.0,0.0505,0.05978716236723591
675,13.0,L2,5.0,0.0505,0.11150391063771059
676,13.0,L2,6.0,0.0505,-0.06499238065191439
677,13.0,L2,7.0,0.0505,-0.10663899019022477
678,13.0,L2,8.0,0.0505,-0.04818544750455028
679,13.0,L2,9.0,0.0505,0.022381282849451484
680,14.0,L2,0.0,0.1,-0.009970992763357625
681,14.0,L2,1.0,0.1,0.16958781976841708
682,14.0,L2,2.0,0.1,0.16530750024682883
683,14.0,L2,3.0,0.1,0.21670773342354027
684,14.0,L2,4.0,0.1,0.12075618378989166
685,14.0,L2,5.0,0.1,0.16641815204283933
686,14.0,L2,6.0,0.1,0.24091396557416528
687,14.0,L2,7.0,0.1,0.047563757804925916
688,14.0,L2,8.0,0.1,-0.09579048681101816
689,14.0,L2,9.0,0.1,0.14192203372734963
690,14.0,L2,0.0,0.001,-0.016975357278878667
691,14.0,L2,1.0,0.001,-0.09777569344716194
692,14.0,L2,2.0,0.001,-0.04369636367207425
693,14.0,L2,3.0,0.001,-0.04051403507912855
694,14.0,L2,4.0,0.001,-0.02516032172148961
695,14.0,L2,5.0,0.001,0.1354648372252737
696,14.0,L2,6.0,0.001,0.11772052692535347
697,14.0,L2,7.0,0.001,-0.11949940172958905
698,14.0,L2,8.0,0.001,0.1017428105145559
699,14.0,L2,9.0,0.001,-0.14419728850174973
700,15.0,L2,0.0,0.0505,0.18855030822156438
701,15.0,L2,1.0,0.0505,0.15420508890819667
702,15.0,L2,2.0,0.0505,-0.08138412509907905
703,15.0,L2,3.0,0.0505,-0.0293800598181726
704,15.0,L2,4.0,0.0505,0.004968071469032741
705,15.0,L2,5.0,0.0505,0.020001691600765398
706,15.0,L2,6.0,0.0505,0.1724409424976649
707,15.0,L2,7.0,0.0505,0.04145414356986506
708,15.0,L2,8.0,0.0505,0.06561569865517242
709,15.0,L2,9.0,0.0505,-0.05573620150047943
710,15.0,L2,0.0,0.1,0.06952649704985876
711,15.0,L2,1.0,0.1,0.11795239982797909
712,15.0,L2,2.0,0.1,0.10403248313054254
713,15.0,L2,3.0,0.1,0.21601754392140743
714,15.0,L2,4.0,0.1,-0.009180458242395578
715,15.0,L2,5.0,0.1,0.12213351279456953
716,15.0,L2,6.0,0.1,-0.017043699077689586
717,15.0,L2,7.0,0.1,-0.06801694726365064
718,15.0,L2,8.0,0.1,0.1954096593714439
719,15.0,L2,9.0,0.1,-0.07059949318967625
720,16.0,L2,0.0,0.001,-0.1641714264062229
721,16.0,L2,1.0,0.001,0.050301973558353794
722,16.0,L2,2.0,0.001,-0.0288345062699704
723,16.0,L2,3.0,0.001,0.12331895952854964
724,16.0,L2,4.0,0.001,-0.0857217497467299
725,16.0,L2,5.0,0.001,0.06101975969206016
726,16.0,L2,6.0,0.001,0.05574820656796444
727,16.0,L2,7.0,0.001,-0.07755150197831372
728,16.0,L2,8.0,0.001,0.011248860988003468
729,16.0,L2,9.0,0.001,0.045218687993446166
730,16.0,L2,0.0,0.0505,0.03081857098583144
731,16.0,L2,1.0,0.0505,0.11635763790389728
732,16.0,L2,2.0,0.0505,0.11215556082003877
733,16.0,L2,3.0,0.0505,0.12367248994556254
734,16.0,L2,4.0,0.0505,0.1814027289572561
735,16.0,L2,5.0,0.0505,-0.023309411474904417
736,16.0,L2,6.0,0.0505,0.07958332124079145
737,16.0,L2,7.0,0.0505,0.08177368359041558
738,16.0,L2,8.0,0.0505,0.021281901987564918
739,16.0,L2,9.0,0.0505,0.01543612818949248
740,17.0,L2,0.0,0.1,0.14285941800019664
741,17.0,L2,1.0,0.1,0.43082997762922726
742,17.0,L2,2.0,0.1,0.1773582848452928
743,17.0,L2,3.0,0.1,0.26292025039740885
744,17.0,L2,4.0,0.1,0.10261108495646562
745,17.0,L2,5.0,0.1,-0.014060196596031402
746,17.0,L2,6.0,0.1,0.08009887206961881
747,17.0,L2,7.0,0.1,0.10093733895690729
748,17.0,L2,8.0,0.1,0.08632567639910721
749,17.0,L2,9.0,0.1,0.1731041050949263
750,17.0,L2,0.0,0.001,0.038177896008572985
751,17.0,L2,1.0,0.001,0.021864561850900008
752,17.0,L2,2.0,0.001,0.020252296077639172
753,17.0,L2,3.0,0.001,0.20012747896136004
754,17.0,L2,4.0,0.001,-0.010899858326747105
755,17.0,L2,5.0,0.001,0.115948445582959
756,17.0,L2,6.0,0.001,0.007538934519874072
757,17.0,L2,7.0,0.001,0.15629640200239656
758,17.0,L2,8.0,0.001,-0.026364726145794184
759,17.0,L2,9.0,0.001,-0.06888192444532645
760,18.0,L2,0.0,0.0505,0.0021551843483806933
761,18.0,L2,1.0,0.0505,0.11877954284385689
762,18.0,L2,2.0,0.0505,0.03712167328935028
763,18.0,L2,3.0,0.0505,0.04909015184760107
764,18.0,L2,4.0,0.0505,-0.013104208234595027
765,18.0,L2,5.0,0.0505,0.15540678517949483
766,18.0,L2,6.0,0.0505,0.2141116792448456
767,18.0,L2,7.0,0.0505,0.17001505671787634
768,18.0,L2,8.0,0.0505,-0.07997857092963563
769,18.0,L2,9.0,0.0505,0.1802005221889585
770,18.0,L2,0.0,0.1,0.01567146703100447
771,18.0,L2,1.0,0.1,0.1031395388798242
772,18.0,L2,2.0,0.1,0.12182839503265669
773,18.0,L2,3.0,0.1,0.08223443981771451
774,18.0,L2,4.0,0.1,0.13952133649291948
775,18.0,L2,5.0,0.1,0.2486528442954346
776,18.0,L2,6.0,0.1,0.19044902601873615
777,18.0,L2,7.0,0.1,0.11806759546865123
778,18.0,L2,8.0,0.1,-0.12218138931275786
779,18.0,L2,9.0,0.1,0.011840520255529619
780,19.0,L2,0.0,0.001,0.2627399647003562
781,19.0,L2,1.0,0.001,0.012500166957308774
782,19.0,L2,2.0,0.001,0.11537208341314596
783,19.0,L2,3.0,0.001,-0.05710765119998095
784,19.0,L2,4.0,0.001,-0.1318978005811544
785,19.0,L2,5.0,0.001,0.21050076013643004
786,19.0,L2,6.0,0.001,-0.009756076464730557
787,19.0,L2,7.0,0.001,0.05678773073790208
788,19.0,L2,8.0,0.001,-0.10240187514451511
789,19.0,L2,9.0,0.001,0.05031896995780735
790,19.0,L2,0.0,0.0505,0.06495097945359261
791,19.0,L2,1.0,0.0505,0.014039059748913377
792,19.0,L2,2.0,0.0505,0.1461040297174797
793,19.0,L2,3.0,0.0505,0.16047570859602558
794,19.0,L2,4.0,0.0505,0.15371328775233825
795,19.0,L2,5.0,0.0505,0.1894173914669709
796,19.0,L2,6.0,0.0505,0.22683489646998464
797,19.0,L2,7.0,0.0505,0.3440755995850849
798,19.0,L2,8.0,0.0505,0.2211525450655859
799,19.0,L2,9.0,0.0505,0.0855769250337794
800,0.0,L2,0.0,0.1,1.2210792233554058
801,0.0,L2,1.0,0.1,1.1706712696776886
802,0.0,L2,2.0,0.1,1.1362174139993695
803,0.0,L2,3.0,0.1,1.0712971990793474
804,0.0,L2,4.0,0.1,1.0296023906431118
805,0.0,L2,5.0,0.1,1.157871467503215
806,0.0,L2,6.0,0.1,1.1032759082456838
807,0.0,L2,7.0,0.1,1.1167092010306323
808,0.0,L2,8.0,0.1,1.359359063675719
809,0.0,L2,9.0,0.1,1.0811409576275635
810,0.0,L2,0.0,0.001,1.1722852759031026
811,0.0,L2,1.0,0.001,1.0621982271272303
812,0.0,L2,2.0,0.001,0.9689322761091147
813,0.0,L2,3.0,0.001,0.8221712192495265
814,0.0,L2,4.0,0.001,1.0979596426700036
815,0.0,L2,5.0,0.001,1.0416448568073042
816,0.0,L2,6.0,0.001,0.9362200018612737
817,0.0,L2,7.0,0.001,1.1810713485705078
818,0.0,L2,8.0,0.001,1.0995207724444733
819,0.0,L2,9.0,0.001,0.9661550934303148
820,1.0,L2,0.0,0.0505,0.32693464258088534
821,1.0,L2,1.0,0.0505,0.4813665209509022
822,1.0,L2,2.0,0.0505,0.36188836463515334
823,1.0,L2,3.0,0.0505,0.40888943316176735
824,1.0,L2,4.0,0.0505,0.22236370952048332
825,1.0,L2,5.0,0.0505,0.40192887871858046
826,1.0,L2,6.0,0.0505,0.6316090020858457
827,1.0,L2,7.0,0.0505,0.5217199243386976
828,1.0,L2,8.0,0.0505,0.47833968210668376
829,1.0,L2,9.0,0.0505,0.32594183421056744
830,1.0,L2,0.0,0.1,0.5507467092113121
831,1.0,L2,1.0,0.1,0.5849634177075613
832,1.0,L2,2.0,0.1,0.5299772113967319
833,1.0,L2,3.0,0.1,0.35749096639157485
834,1.0,L2,4.0,0.1,0.5349691500657721
835,1.0,L2,5.0,0.1,0.6175470638712446
836,1.0,L2,6.0,0.1,0.4301580063652313
837,1.0,L2,7.0,0.1,0.37935937331403474
838,1.0,L2,8.0,0.1,0.46427599139012693
839,1.0,L2,9.0,0.1,0.6517558506472415
840,2.0,L2,0.0,0.001,-0.014257486107501133
841,2.0,L2,1.0,0.001,0.2387569534364906
842,2.0,L2,2.0,0.001,0.2278591722093936
843,2.0,L2,3.0,0.001,0.22797643779368387
844,2.0,L2,4.0,0.001,-0.02415931459274054
845,2.0,L2,5.0,0.001,0.03656236648625864
846,2.0,L2,6.0,0.001,0.05239333532966228
847,2.0,L2,7.0,0.001,0.18064339682441843
848,2.0,L2,8.0,0.001,0.20405808519319274
849,2.0,L2,9.0,0.001,0.04579724145119646
850,2.0,L2,0.0,0.0505,0.14037815323271957
851,2.0,L2,1.0,0.0505,0.2525603406748882
852,2.0,L2,2.0,0.0505,0.11589167256052127
853,2.0,L2,3.0,0.0505,0.12313222414082373
854,2.0,L2,4.0,0.0505,0.3637344653054093
855,2.0,L2,5.0,0.0505,0.10425846341456353
856,2.0,L2,6.0,0.0505,0.41956482163404907
857,2.0,L2,7.0,0.0505,0.1458881912639043
858,2.0,L2,8.0,0.0505,0.06319410692006858
859,2.0,L2,9.0,0.0505,0.12522664656959767
860,3.0,L2,0.0,0.1,0.17806123121563697
861,3.0,L2,1.0,0.1,0.0947946807429624
862,3.0,L2,2.0,0.1,0.1425650475145644
863,3.0,L2,3.0,0.1,0.05520324151404671
864,3.0,L2,4.0,0.1,0.13919217595685132
865,3.0,L2,5.0,0.1,-0.1338075152063922
866,3.0,L2,6.0,0.1,0.28007903152266445
867,3.0,L2,7.0,0.1,0.19183889062668108
868,3.0,L2,8.0,0.1,0.17581163423356697
869,3.0,L2,9.0,0.1,0.2287653160496046
870,3.0,L2,0.0,0.001,0.10849869732761688
871,3.0,L2,1.0,0.001,0.18519450042928914
872,3.0,L2,2.0,0.001,-0.030831990195291578
873,3.0,L2,3.0,0.001,-0.14066644662876443
874,3.0,L2,4.0,0.001,0.10163767025353154
875,3.0,L2,5.0,0.001,0.09155774869453821
876,3.0,L2,6.0,0.001,0.16449869994247182
877,3.0,L2,7.0,0.001,-0.11251294697400403
878,3.0,L2,8.0,0.001,-0.029745140564931466
879,3.0,L2,9.0,0.001,-0.07869197383675601
880,4.0,L2,0.0,0.0505,0.0497669372509325
881,4.0,L2,1.0,0.0505,-0.08768391860895275
882,4.0,L2,2.0,0.0505,0.08032177350506109
883,4.0,L2,3.0,0.0505,-0.18049416837046875
884,4.0,L2,4.0,0.0505,0.05389832800387252
885,4.0,L2,5.0,0.0505,-0.08546137940337764
886,4.0,L2,6.0,0.0505,0.2744375109040621
887,4.0,L2,7.0,0.0505,0.11718204444786634
888,4.0,L2,8.0,0.0505,0.09775777547548825
889,4.0,L2,9.0,0.0505,0.05749557542155409
890,4.0,L2,0.0,0.1,0.21982340645233384
891,4.0,L2,1.0,0.1,-0.024057723784351975
892,4.0,L2,2.0,0.1,-0.005451043334395278
893,4.0,L2,3.0,0.1,0.2643039892697926
894,4.0,L2,4.0,0.1,0.10760577092686366
895,4.0,L2,5.0,0.1,0.054700369341919186
896,4.0,L2,6.0,0.1,-0.04965621376868856
897,4.0,L2,7.0,0.1,0.17900857091202674
898,4.0,L2,8.0,0.1,0.09150975714942171
899,4.0,L2,9.0,0.1,0.11700875173986307
900,5.0,L2,0.0,0.001,0.0034065569571522917
901,5.0,L2,1.0,0.001,-0.1481743389827194
902,5.0,L2,2.0,0.001,-0.0034377755452958455
903,5.0,L2,3.0,0.001,-0.05295923130062935
904,5.0,L2,4.0,0.001,0.16555265427595725
905,5.0,L2,5.0,0.001,0.02574292768566041
906,5.0,L2,6.0,0.001,-0.03177400594915576
907,5.0,L2,7.0,0.001,0.1709680087089488
908,5.0,L2,8.0,0.001,-0.18778008741889052
909,5.0,L2,9.0,0.001,0.025761780619576576
910,5.0,L2,0.0,0.0505,0.0007402270307490036
911,5.0,L2,1.0,0.0505,0.13864777951875268
912,5.0,L2,2.0,0.0505,0.09434582773699517
913,5.0,L2,3.0,0.0505,0.08202436326655918
914,5.0,L2,4.0,0.0505,0.0666364460487294
915,5.0,L2,5.0,0.0505,-0.13852531444210098
916,5.0,L2,6.0,0.0505,0.039816048633553376
917,5.0,L2,7.0,0.0505,0.06809744265968865
918,5.0,L2,8.0,0.0505,0.07800525524867388
919,5.0,L2,9.0,0.0505,-0.01801943747997785
920,6.0,L2,0.0,0.1,0.25253450888484597
921,6.0,L2,1.0,0.1,-0.06803430862771714
922,6.0,L2,2.0,0.1,0.03733702666393866
923,6.0,L2,3.0,0.1,-0.11497925763820246
924,6.0,L2,4.0,0.1,0.18316590997916377
925,6.0,L2,5.0,0.1,-0.06805683237758081
926,6.0,L2,6.0,0.1,0.03110653692333945
927,6.0,L2,7.0,0.1,0.13684118860864206
928,6.0,L2,8.0,0.1,-0.07449323193762733
929,6.0,L2,9.0,0.1,0.21318096502378664
930,6.0,L2,0.0,0.001,0.03622597230457103
931,6.0,L2,1.0,0.001,0.011091810649064717
932,6.0,L2,2.0,0.001,0.07351849649734808
933,6.0,L2,3.0,0.001,0.01374867251968559
934,6.0,L2,4.0,0.001,0.01764663397426767
935,6.0,L2,5.0,0.001,-0.11846008809347017
936,6.0,L2,6.0,0.001,0.05877034059698116
937,6.0,L2,7.0,0.001,-0.1342156059679894
938,6.0,L2,8.0,0.001,0.06068608188610597
939,6.0,L2,9.0,0.001,0.02378723018639169
940,7.0,L2,0.0,0.0505,0.0005647247628813475
941,7.0,L2,1.0,0.0505,-0.09038721042543049
942,7.0,L2,2.0,0.0505,-0.060692804813361666
943,7.0,L2,3.0,0.0505,0.14619460330942208
944,7.0,L2,4.0,0.0505,0.11277900899803336
945,7.0,L2,5.0,0.0505,0.031815799204476705
946,7.0,L2,6.0,0.0505,0.07658248999994119
947,7.0,L2,7.0,0.0505,-0.06616977395579665
948,7.0,L2,8.0,0.0505,0.12124985540531003
949,7.0,L2,9.0,0.0505,0.1957753398268391
950,7.0,L2,0.0,0.1,0.21839706792108746
951,7.0,L2,1.0,0.1,0.1122978484674762
952,7.0,L2,2.0,0.1,0.051516615486720374
953,7.0,L2,3.0,0.1,0.10423737541272021
954,7.0,L2,4.0,0.1,0.08041897877134116
955,7.0,L2,5.0,0.1,0.09323691889264338
956,7.0,L2,6.0,0.1,0.025394489474250784
957,7.0,L2,7.0,0.1,0.31228490622547267
958,7.0,L2,8.0,0.1,0.15228781207392003
959,7.0,L2,9.0,0.1,0.1109072803833285
960,8.0,L2,0.0,0.001,0.03113711194123525
961,8.0,L2,1.0,0.001,0.10918861439162418
962,8.0,L2,2.0,0.001,0.18539028272381447
963,8.0,L2,3.0,0.001,0.0421913150173204
964,8.0,L2,4.0,0.001,-0.01818335597437766
965,8.0,L2,5.0,0.001,-0.09578653733036178
966,8.0,L2,6.0,0.001,-0.0813024352850017
967,8.0,L2,7.0,0.001,0.08754871061452162
968,8.0,L2,8.0,0.001,-0.03203424980281525
969,8.0,L2,9.0,0.001,0.1654375806809787
970,8.0,L2,0.0,0.0505,-0.11964428357798206
971,8.0,L2,1.0,0.0505,-0.03227808535709252
972,8.0,L2,2.0,0.0505,-0.058437243299412814
973,8.0,L2,3.0,0.0505,0.27156381663486157
974,8.0,L2,4.0,0.0505,0.16432386679014374
975,8.0,L2,5.0,0.0505,0.10682619053728525
976,8.0,L2,6.0,0.0505,0.0005484702279084548
977,8.0,L2,7.0,0.0505,0.13599832465606507
978,8.0,L2,8.0,0.0505,-0.14770482404395077
979,8.0,L2,9.0,0.0505,-0.03822360653174084
980,9.0,L2,0.0,0.1,0.06866491407846768
981,9.0,L2,1.0,0.1,0.13922425744859035
982,9.0,L2,2.0,0.1,0.045648483016694795
983,9.0,L2,3.0,0.1,0.07932644614389522
984,9.0,L2,4.0,0.1,0.1329187213538534
985,9.0,L2,5.0,0.1,0.0752939975511131
986,9.0,L2,6.0,0.1,0.08119114453682222
987,9.0,L2,7.0,0.1,0.18183518383914443
988,9.0,L2,8.0,0.1,0.07250458284635636
989,9.0,L2,9.0,0.1,0.054832053003271444
990,9.0,L2,0.0,0.001,-0.004157203802888511
991,9.0,L2,1.0,0.001,0.020383162933284925
992,9.0,L2,2.0,0.001,0.06922700578260459
993,9.0,L2,3.0,0.001,-0.06479802955479003
994,9.0,L2,4.0,0.001,0.06335993872233536
995,9.0,L2,5.0,0.001,-0.09020090682879671
996,9.0,L2,6.0,0.001,-0.09826095578531885
997,9.0,L2,7.0,0.001,0.06777197332656858
998,9.0,L2,8.0,0.001,-0.07813661975138492
999,9.0,L2,9.0,0.001,-0.0034151314325571946
1000,10.0,L2,0.0,0.0505,0.029016337755029282
1001,10.0,L2,1.0,0.0505,0.03190341152361177
1002,10.0,L2,2.0,0.0505,-0.10799163234029376
1003,10.0,L2,3.0,0.0505,-0.11971069973337696
1004,10.0,L2,4.0,0.0505,-0.026459563344393602
1005,10.0,L2,5.0,0.0505,-0.043987838783983754
1006,10.0,L2,6.0,0.0505,0.128313992737147
1007,10.0,L2,7.0,0.0505,0.12279832711589292
1008,10.0,L2,8.0,0.0505,0.1064929834831417
1009,10.0,L2,9.0,0.0505,0.08141084743312152
1010,10.0,L2,0.0,0.1,0.0759262109552308
1011,10.0,L2,1.0,0.1,0.31346705485541154
1012,10.0,L2,2.0,0.1,0.12407033998469899
1013,10.0,L2,3.0,0.1,0.223569029062554
1014,10.0,L2,4.0,0.1,0.04702478236506779
1015,10.0,L2,5.0,0.1,0.16739353346053143
1016,10.0,L2,6.0,0.1,-0.027510206086387726
1017,10.0,L2,7.0,0.1,0.10940571193406169
1018,10.0,L2,8.0,0.1,-0.11129754227743409
1019,10.0,L2,9.0,0.1,0.14238332445452573
1020,11.0,L2,0.0,0.001,0.05040001936473935
1021,11.0,L2,1.0,0.001,0.043956846785507535
1022,11.0,L2,2.0,0.001,-0.009300688802207472
1023,11.0,L2,3.0,0.001,0.011314989840370777
1024,11.0,L2,4.0,0.001,-0.06465998083743198
1025,11.0,L2,5.0,0.001,0.00029590352887809906
1026,11.0,L2,6.0,0.001,0.03826525703874347
1027,11.0,L2,7.0,0.001,-0.10489052567382195
1028,11.0,L2,8.0,0.001,-0.1490742916218793
1029,11.0,L2,9.0,0.001,0.02978282388030391
1030,11.0,L2,0.0,0.0505,0.07900103214476474
1031,11.0,L2,1.0,0.0505,-0.06211696536327013
1032,11.0,L2,2.0,0.0505,0.12193360738150327
1033,11.0,L2,3.0,0.0505,0.128066209510661
1034,11.0,L2,4.0,0.0505,0.02637828594436639
1035,11.0,L2,5.0,0.0505,0.06793174819047054
1036,11.0,L2,6.0,0.0505,0.15666463555700075
1037,11.0,L2,7.0,0.0505,0.05078988414517706
1038,11.0,L2,8.0,0.0505,-0.010090767520697583
1039,11.0,L2,9.0,0.0505,-0.13153065496427974
1040,12.0,L2,0.0,0.1,0.16673607926260345
1041,12.0,L2,1.0,0.1,0.21005570818425381
1042,12.0,L2,2.0,0.1,0.10297780748676151
1043,12.0,L2,3.0,0.1,0.0443984533915786
1044,12.0,L2,4.0,0.1,0.13465245304094217
1045,12.0,L2,5.0,0.1,0.12404295667074275
1046,12.0,L2,6.0,0.1,0.052089999829868006
